symbol,price,prev_close,open,high,low,ts_ms,source,error,category
AAPL,261.05,260.25,258.72,261.81,258.39,1768338000000,finnhub,,CORE
MSFT,470.67,477.18,474.675,475.7799,465.95,1768338000000,finnhub,,CORE
NVDA,185.81,184.94,184.995,188.1099,183.4,1768338000000,finnhub,,CORE
GOOGL,335.97,331.86,334.95,340.49,333.62,1768338000000,finnhub,,CORE
META,631.09,641.97,642.27,642.27,624.1,1768338000000,finnhub,,CORE
AMZN,242.6,246.47,246.53,247.66,240.25,1768338000000,finnhub,,CORE
TSLA,447.2,448.96,450.2,451.81,443.95,1768338000000,finnhub,,CORE
AMD,220.97,207.69,215.1,223.11,214.975,1768338000000,finnhub,,CORE
NFLX,90.32,89.41,89.44,91.15,89.07,1768338000000,finnhub,,CORE
ORCL,202.29,204.68,205.0,207.8,200.655,1768338000000,finnhub,,CORE
IBM,303.16,312.18,311.6,312.81,301.87,1768338000000,finnhub,,CORE
AVGO,354.61,352.21,352.88,359.49,350.91,1768338000000,finnhub,,CORE
QCOM,165.29,169.27,166.98,168.35,164.97,1768338000000,finnhub,,CORE
INTC,47.29,44.06,45.89,48.24,45.215,1768338000000,finnhub,,CORE
NOW,138.19,142.64,142.14,144.7,137.18,1768338000000,finnhub,,CORE
COIN,252.69,242.98,245.5,255.51,244.65,1768338000000,finnhub,,CORE
PLTR,178.96,179.41,178.875,181.1,176.14,1768338000000,finnhub,,CORE
MU,338.13,345.87,346.27,351.23,335.22,1768338000000,finnhub,,CORE
CRWD,468.02,466.99,467.0,476.55,460.94,1768338000000,finnhub,,CORE
BBAI,6.09,6.31,6.39,6.46,5.98,1768338000000,finnhub,,CORE
RGTI,24.47,25.53,25.82,26.25,24.305,1768338000000,finnhub,,CORE
INSM,163.72,167.72,170.0,170.45,162.3,1768338000000,finnhub,,CORE
OPEN,6.77,7.02,7.06,7.08,6.75,1768338000000,finnhub,,CORE
HOOD,120.24,117.52,117.4,120.43,116.0,1768338000000,finnhub,,CORE
SLV,78.6,77.23,80.03,80.8,77.86,1768338000000,finnhub,,CORE
AG,19.85,20.22,20.625,21.115,19.7,1768338000000,finnhub,,CORE
CHPT,6.93,7.04,7.12,7.15,6.88,1768338000000,finnhub,,CORE
ALGS,9.24,8.71,8.59,9.43,8.52,1768338000000,finnhub,,CORE
JPM,310.9,324.49,324.3,326.86,310.572,1768338000000,finnhub,,CORE
BAC,54.54,55.19,55.27,55.52,54.3,1768338000000,finnhub,,CORE
GS,938.15,949.55,947.32,949.94,931.0001,1768338000000,finnhub,,CORE
MS,182.76,186.57,186.96,187.02,182.145,1768338000000,finnhub,,CORE
WFC,93.56,94.96,95.29,95.75,93.055,1768338000000,finnhub,,CORE
XOM,126.54,124.03,125.0,127.14,124.81,1768338000000,finnhub,,CORE
CVX,163.87,162.34,163.47,166.13,163.3,1768338000000,finnhub,,CORE
COP,96.46,95.5,97.0,97.75,95.9,1768338000000,finnhub,,CORE
SLB,45.9,45.15,45.74,46.39,45.445,1768338000000,finnhub,,CORE
CAT,636.53,629.77,633.2,644.59,633.0,1768338000000,finnhub,,CORE
BA,244.55,239.81,241.12,247.3999,240.1,1768338000000,finnhub,,CORE
GE,327.23,324.17,325.55,328.09,325.0,1768338000000,finnhub,,CORE
HON,210.28,208.6,209.27,211.21,208.32,1768338000000,finnhub,,CORE
UNH,333.93,340.51,341.5,341.8439,332.85,1768338000000,finnhub,,CORE
JNJ,213.65,209.72,209.91,214.39,208.86,1768338000000,finnhub,,CORE
PFE,25.15,25.27,25.32,25.39,24.9746,1768338000000,finnhub,,CORE
MRK,108.26,109.19,109.05,109.31,107.22,1768338000000,finnhub,,CORE
LLY,1077.19,1081.0,1083.0,1090.2229,1069.09,1768338000000,finnhub,,CORE
PG,144.24,143.46,144.0,144.34,142.97,1768338000000,finnhub,,CORE
KO,71.24,70.5,70.42,71.24,70.27,1768338000000,finnhub,,CORE
PEP,143.48,141.36,141.1,143.65,141.04,1768338000000,finnhub,,CORE
MCD,309.44,306.75,305.23,309.66,305.2,1768338000000,finnhub,,CORE
NKE,66.3,65.64,66.25,67.08,65.85,1768338000000,finnhub,,CORE
COST,941.93,943.08,938.02,942.9,929.5975,1768338000000,finnhub,,CORE
SPY,693.77,695.16,695.49,696.09,691.35,1768338000000,finnhub,,CORE
